,owner,driven km,transmission,fuel,body type,engine cc,max power bhp,wheel size inches,no of seats,mileage kmpl,price in rupee,purchase year,company
368,1,150000,0,2,4,1998,136,15,5,12.9,490000,2008,Toyota
369,1,72000,0,1,1,1248,73,14,5,23.2,325000,2015,Maruti
370,2,21000,0,2,1,1197,83,15,5,21.4,580000,2018,Maruti
371,4,44084,0,1,1,1248,74,14,5,25.2,423330,2015,Maruti
372,1,65359,0,2,1,796,47,12,5,19.7,183340,2012,Maruti
373,1,61000,0,2,1,998,67,13,5,24.0,265000,2013,Maruti
374,1,21000,1,2,3,1373,91,16,5,19.1,760000,2016,Maruti
375,4,98000,0,2,3,1799,130,15,5,14.8,165000,2009,Honda
376,1,108000,0,2,3,1497,117,15,5,17.8,550000,2014,Honda
377,1,45000,1,1,3,1995,184,17,5,18.4,3950000,2017,BMW
378,1,1200,0,2,1,1199,84,13,5,23.8,594000,2020,Tata
379,2,82000,1,2,3,1796,178,16,5,8.6,550000,2009,Mercedes-Benz
380,1,41028,0,2,1,1197,81,14,5,18.9,580000,2016,Hyundai
381,1,18000,1,1,4,2199,197,18,9,13.9,3400000,2020,Kia
382,1,58000,0,2,3,1197,83,14,5,22.0,450000,2016,Maruti
383,1,74000,0,2,3,1586,103,15,5,16.5,265000,2010,Maruti
384,1,65310,0,1,1,1405,71,13,5,16.3,210000,2008,Tata
385,2,79000,1,2,3,2354,180,16,5,8.8,325000,2009,Honda
386,2,49000,0,2,1,1198,87,14,5,18.9,315000,2013,Honda
387,1,62000,0,2,3,1497,78,14,5,12.8,185000,2008,Honda
388,1,62449,0,2,3,1497,78,14,5,12.8,285000,2006,Honda
389,1,13284,0,2,3,1497,117,15,5,17.8,630000,2013,Honda
390,1,81441,1,1,3,2143,207,16,5,11.4,1350000,2012,Mercedes-Benz
391,3,132000,0,1,2,2179,138,16,7,13.9,250000,2010,Tata
392,1,36000,1,2,1,1197,83,15,5,21.4,551000,2016,Maruti
393,1,2500,0,1,3,1582,126,16,5,22.3,553000,2014,Hyundai
394,1,42754,0,2,3,1197,83,14,5,20.8,607700,2018,Maruti
395,1,42000,1,1,3,1248,74,14,5,26.5,690000,2016,Maruti
396,1,39000,0,2,1,1199,84,14,5,23.8,495000,2018,Tata
397,2,35000,0,2,1,1198,87,14,5,18.7,315000,2011,Honda
398,1,27000,0,2,2,1198,82,14,5,18.1,525000,2019,Mahindra
399,1,22000,0,2,5,1199,99,16,5,25.5,785000,2018,Honda
400,1,75000,0,2,5,1199,88,16,5,17.5,721000,2017,Honda
401,1,66000,1,1,2,1493,84,15,7,18.4,785000,2016,Mahindra
402,1,53000,0,1,2,1493,84,15,5,18.4,760000,2015,Mahindra
403,1,11000,0,2,1,1197,82,14,5,18.6,703537,2018,Hyundai
404,1,47374,0,2,1,1197,82,14,5,18.6,515000,2018,Hyundai
405,1,64000,0,2,1,1086,62,13,5,17.9,290000,2013,Hyundai
406,1,32000,0,1,4,1497,121,16,7,17.6,1095000,2019,Mahindra
407,1,11000,0,2,1,1194,95,15,5,19.0,675000,2018,Ford
408,1,50000,0,2,3,1497,117,15,5,17.8,270000,2009,Honda
409,2,145000,0,2,1,796,47,12,5,19.7,100000,2010,Maruti
410,2,260000,0,2,3,1799,130,15,5,14.8,108000,2008,Honda
411,1,116000,1,2,2,2354,187,17,5,12.0,1075000,2016,Honda
412,3,100000,0,2,1,1150,76,13,5,15.2,135000,2009,Chevrolet
413,1,100000,0,2,1,1197,80,13,5,12.8,200000,2009,Hyundai
414,1,82000,0,2,3,1197,83,14,5,20.8,285000,2010,Maruti
415,1,70461,0,2,6,796,59,12,5,16.8,185000,2013,Maruti
416,2,57000,0,2,3,1497,117,15,5,17.8,565000,2013,Honda
417,2,64000,0,2,1,1061,64,13,5,13.6,245000,2010,Maruti
418,1,500,0,2,3,1199,89,14,5,18.6,643750,2020,Honda
419,1,41000,0,2,1,1197,83,16,5,21.4,695000,2017,Maruti
420,1,20000,0,2,1,1197,83,14,5,20.4,535000,2015,Maruti
421,1,56000,0,1,1,1248,74,14,5,25.2,370800,2014,Maruti
422,2,39664,0,2,1,796,47,12,5,19.7,149350,2010,Maruti
423,1,69000,0,2,1,796,47,12,5,14.5,149350,2010,Maruti
424,1,29000,1,2,1,1198,87,14,5,18.9,435000,2013,Honda
425,1,17000,1,1,3,2993,271,17,5,13.5,3400000,2013,Jaguar
426,2,52000,1,1,3,2143,134,17,5,17.9,2100000,2017,Mercedes-Benz
427,1,79000,0,2,3,1591,121,16,5,17.4,695000,2014,Hyundai
428,2,51000,0,2,1,796,37,12,5,16.1,50000,2008,Maruti
429,1,55654,0,2,1,796,48,12,5,24.7,199000,2015,Maruti
430,2,36000,0,2,1,1197,79,14,5,17.7,495000,2017,Toyota
431,1,15000,0,2,3,1197,68,13,5,19.1,545000,2017,Hyundai
432,1,21000,0,1,3,1120,71,14,5,24.4,610000,2017,Hyundai
433,1,8000,0,2,1,1197,81,14,5,20.0,595000,2020,Hyundai
434,1,31000,0,1,1,1186,74,14,5,24.9,485000,2015,Hyundai
435,1,30000,0,2,1,1197,80,14,5,12.4,435000,2013,Hyundai
436,1,19000,0,2,1,1086,68,13,5,19.8,490000,2016,Hyundai
437,1,44000,0,2,1,1086,68,13,5,19.8,395000,2014,Hyundai
438,1,23000,0,2,1,1086,67,13,5,20.0,245000,2008,Hyundai
439,1,23000,0,1,3,1582,126,16,5,22.7,1050000,2015,Hyundai
440,1,50000,0,2,3,1797,147,16,5,16.3,775000,2014,Hyundai
441,1,11000,0,2,1,814,55,12,5,21.1,315000,2013,Hyundai
442,1,67000,0,2,3,1598,104,15,5,15.0,334750,2013,Skoda
443,2,56000,0,1,2,1461,108,16,5,19.6,615000,2015,Renault
444,1,71000,0,1,2,1461,84,16,5,20.5,437750,2014,Nissan
445,1,78000,0,1,3,1461,85,15,5,22.7,307970,2013,Nissan
446,1,49000,0,1,3,1598,103,15,5,20.5,565000,2012,Volkswagen
447,1,54000,0,1,2,1498,110,15,5,18.8,760000,2016,Ford
448,1,63000,0,1,1,1498,99,14,5,25.8,335000,2013,Ford
449,1,19000,0,2,1,1199,79,14,5,18.6,315000,2015,Chevrolet
450,1,70193,0,1,1,1498,99,14,5,25.8,295000,2012,Ford
451,1,47512,0,2,1,999,67,13,5,23.0,249000,2016,Renault
452,1,69655,0,2,1,1198,87,14,5,18.9,259000,2012,Honda
453,1,69858,1,1,3,2993,313,19,5,17.5,7895758,2015,BMW
454,1,75000,0,1,4,1462,89,15,5,25.4,1014453,2018,Maruti
455,1,84565,0,1,4,1248,89,15,7,20.7,750000,2015,Maruti
456,1,43731,0,2,1,1197,85,14,5,18.5,390000,2012,Maruti
457,1,44191,0,4,1,1086,68,13,5,19.8,375000,2012,Hyundai
458,1,3500,1,2,1,1197,81,14,5,20.7,860000,2020,Hyundai
459,3,25000,1,1,3,2993,258,18,5,14.6,4200000,2017,BMW
460,1,42000,0,2,1,1197,83,15,5,21.4,525000,2018,Maruti
461,1,58000,0,2,1,1197,85,14,5,12.0,425000,2016,Maruti
462,1,81205,0,1,1,1248,74,14,5,25.2,550000,2014,Maruti
463,1,85000,0,1,1,1248,74,14,5,25.2,350000,2013,Maruti
464,1,61000,0,1,3,1120,71,14,5,24.4,400000,2014,Hyundai
465,1,40181,1,1,2,2993,258,18,5,15.3,4050000,2015,BMW
466,1,110000,0,1,2,2179,140,16,5,13.4,650000,2013,Tata
467,2,65000,0,2,1,796,47,12,5,19.7,139050,2009,Maruti
468,1,53434,0,2,1,1197,83,15,5,21.4,504700,2016,Maruti
469,2,70585,0,2,1,998,67,13,5,20.5,123600,2008,Maruti
470,1,99740,0,1,1,1248,90,15,5,20.5,320000,2012,Fiat
471,1,63000,1,2,3,1798,158,16,5,13.7,550000,2013,SKODA
472,1,111500,0,1,3,1968,138,15,5,20.0,450000,2013,Skoda
473,1,74000,0,1,2,1461,108,16,5,19.6,485000,2014,Renault
474,1,80535,0,1,2,1461,108,16,5,19.6,570000,2013,Renault
475,1,58000,1,1,3,1498,98,15,5,16.9,445000,2012,Nissan
476,1,65301,0,1,3,1598,103,15,5,20.5,520000,2013,Volkswagen
477,1,58000,1,2,3,1197,103,15,5,18.1,325000,2010,Volkswagen
478,1,95000,0,1,2,2179,140,17,5,14.0,850000,2015,Mahindra
479,1,27854,1,2,1,1197,82,14,5,18.6,726448,2019,Hyundai
480,1,59000,0,2,1,1086,63,13,5,12.8,175000,2005,Hyundai
481,1,47506,0,2,1,1197,82,15,5,20.8,585000,2018,Maruti
482,1,40000,0,1,2,2755,174,17,7,14.2,2700000,2017,Toyota
483,1,131000,0,1,2,2982,169,17,5,11.9,925000,2009,Toyota
484,2,49000,1,2,3,1798,138,15,5,15.2,995000,2015,Toyota
485,1,63000,0,1,4,2393,148,16,7,15.1,1775000,2018,Toyota
486,1,18000,0,2,1,1197,83,15,5,21.4,600000,2019,Maruti
487,1,47000,0,1,3,1248,74,14,5,26.5,625000,2019,Maruti
488,1,46593,0,2,1,1197,83,14,5,20.4,425000,2015,Maruti
489,1,16000,0,1,2,1498,110,15,5,18.8,698888,2017,Ford
490,2,58000,1,2,2,1991,241,18,5,11.5,3400000,2016,Mercedes-Benz
491,1,40000,1,1,2,1999,177,17,5,15.6,3950000,2017,Land
492,1,11000,1,1,2,1999,177,17,5,15.6,5800000,2020,Land
493,1,17000,1,1,3,2993,258,18,5,14.6,5974000,2018,BMW
494,2,44000,1,2,3,1999,197,17,5,13.0,2549500,2017,Jaguar
495,2,65000,1,2,3,2773,201,17,5,10.4,1200000,2012,Audi
496,1,26000,1,2,3,1984,227,17,5,14.1,2475000,2017,Skoda
497,1,32806,1,2,1,1197,81,14,5,18.9,478950,2014,Hyundai
498,1,45000,0,1,3,1248,88,15,5,28.0,675000,2017,Maruti
499,1,140000,0,1,3,1364,87,15,5,21.4,900000,2015,Toyota
500,1,48723,0,2,4,1198,67,13,7,20.6,269991,2015,Datsun
501,1,46311,0,2,1,1193,89,14,5,17.5,229991,2015,Tata
502,1,9102,0,2,1,1086,68,13,5,20.3,530000,2019,Hyundai
503,2,50000,0,2,3,1799,130,15,5,14.8,184500,2007,Honda
504,1,68000,0,1,1,1396,89,16,5,22.5,590000,2017,Hyundai
505,1,50587,0,1,2,1582,126,16,5,19.6,1066050,2019,Hyundai
506,2,63000,0,1,4,2393,148,17,7,15.1,1575000,2016,Toyota
507,1,53001,1,2,2,1499,110,15,5,18.8,740000,2016,Ford
508,2,70000,0,2,1,1368,98,14,5,18.6,250000,2009,Hyundai
509,1,950,0,2,2,1497,117,16,7,15.4,1250000,2020,Honda
510,2,62875,0,1,2,1461,108,16,5,19.6,390000,2014,Renault
511,1,46625,0,2,1,1198,87,14,5,18.9,219000,2012,Honda
512,1,47500,0,1,3,1248,74,14,5,26.5,365000,2012,Maruti
513,1,54400,0,2,5,1199,88,16,5,17.5,765000,2018,Honda
514,3,62000,1,2,1,1086,63,13,5,12.8,174000,2008,Hyundai
515,1,38000,0,2,2,1591,122,16,5,15.2,1179500,2017,Hyundai
516,1,9000,0,2,2,1498,105,16,5,13.6,1158750,2019,Renault
517,3,32878,0,2,3,1798,138,15,5,15.2,980000,2018,Toyota
518,3,40000,1,2,3,1598,104,15,5,14.8,260000,2012,Skoda
519,3,117000,1,1,3,1995,184,16,5,9.7,825000,2011,BMW
520,1,72000,0,3,1,998,58,13,5,26.6,153470,2010,Maruti
521,1,39447,0,2,1,796,48,12,5,24.7,285000,2013,Maruti
522,2,100000,0,1,1,1248,74,14,5,25.2,280000,2014,Maruti
523,1,19857,0,1,2,1956,169,17,5,17.4,2112000,2021,MG
524,1,19857,0,5,2,1451,141,17,5,15.8,1831000,2020,MG
525,1,19652,0,2,2,1462,103,16,5,17.0,981000,2020,Maruti
526,1,22000,0,2,3,1197,82,14,5,22.0,625000,2017,Maruti
527,1,52000,0,1,2,1493,84,15,5,18.4,550000,2015,Mahindra
528,1,45000,1,1,2,1582,126,17,5,17.1,1025000,2017,Hyundai
529,2,107000,0,1,3,1493,82,13,5,13.3,110000,2003,Hyundai
530,1,67821,0,2,1,1197,82,14,5,18.6,516000,2016,Hyundai
531,1,80000,0,1,4,2498,95,15,5,14.0,361530,2012,Mahindra
532,1,178000,0,1,2,2179,120,17,5,15.4,435000,2011,Mahindra
533,1,48000,0,2,3,1599,103,14,5,11.8,235000,2011,Hyundai
534,1,46016,1,2,1,1197,80,13,5,12.8,320451,2011,Hyundai
535,1,84501,0,2,1,1197,80,13,5,20.0,216500,2010,Hyundai
536,6,235000,0,1,3,1896,90,15,5,13.9,170000,2008,Skoda
537,2,50800,0,2,1,1198,67,13,5,20.6,260000,2015,Datsun
538,1,82000,1,2,1,1197,80,13,5,17.0,270000,2011,Hyundai
539,1,16000,0,2,1,1197,80,14,5,12.4,419000,2015,Hyundai
540,2,33400,0,2,1,1197,82,14,5,18.6,600000,2018,Hyundai
541,2,56000,1,2,3,1799,130,15,5,14.8,350000,2010,Honda
542,1,44000,0,2,1,1198,87,14,5,18.9,300000,2012,Honda
543,1,45000,0,1,4,2393,148,16,7,15.1,1700000,2019,Toyota
544,1,68000,0,1,3,1248,74,14,5,26.5,526000,2015,Maruti
545,1,18000,0,1,3,1248,74,14,5,26.5,549000,2015,Maruti
546,2,58000,0,2,3,1368,90,15,5,10.5,270000,2010,Fiat
547,3,120000,0,1,4,2494,102,15,5,11.4,400000,2007,Toyota
548,1,16000,0,1,1,1498,99,15,5,24.4,770000,2019,Ford
549,2,38000,0,2,3,1373,91,16,5,20.7,680000,2017,Maruti
550,2,73000,0,2,1,1086,68,13,5,19.8,255000,2011,Hyundai
551,4,63000,0,2,3,1798,158,16,5,13.7,430000,2010,SKODA
552,1,60000,0,1,5,1598,118,16,5,22.0,650000,2015,Maruti
553,1,65000,0,1,1,1498,89,15,5,20.0,450000,2014,Volkswagen
554,1,64531,0,1,4,1497,121,16,7,17.6,900000,2019,Mahindra
555,1,26524,0,1,4,2393,148,16,7,15.1,1360000,2016,Toyota
556,1,42710,1,1,2,2755,174,18,7,14.2,3670346,2019,Toyota
557,1,2400,0,2,3,1591,121,16,5,17.4,416000,2013,Hyundai
558,1,57000,0,1,3,1498,99,14,5,25.8,485000,2014,Honda
559,1,11000,0,2,1,998,67,13,5,24.0,200000,2010,Maruti
560,1,78000,0,1,1,1248,73,14,5,23.2,285000,2011,Maruti
561,1,80000,0,1,1,1248,75,13,5,17000.0,230000,2013,Tata
562,2,41000,0,2,1,1086,67,13,5,20.0,190000,2010,Hyundai
563,1,71000,0,2,1,1197,83,14,5,20.4,250000,2010,Maruti
564,1,65000,0,2,4,2694,164,17,7,15.1,2000000,2019,Toyota
565,2,59000,0,2,1,1197,83,14,5,20.4,250000,2010,Maruti
566,1,52716,0,2,1,1198,63,14,5,23.0,375000,2015,Nissan
567,1,72000,0,1,3,1498,99,14,5,25.8,435000,2014,Honda
568,1,60000,0,2,1,1197,83,14,5,20.4,245000,2010,Maruti
569,2,71000,0,2,1,1197,83,14,5,20.4,221450,2009,Maruti
570,2,74051,0,2,1,1197,83,14,5,20.4,215064,2009,Maruti
571,3,68014,0,2,1,1197,83,14,5,20.4,165014,2008,Maruti
572,1,750000,0,3,1,998,58,13,5,26.6,390000,2016,Maruti
573,1,55468,1,1,3,1248,88,15,5,21.5,494950,2015,Tata
574,2,22011,1,2,3,1497,117,15,5,18.0,900000,2018,Honda
575,1,118000,0,1,3,1498,99,15,5,26.0,600000,2014,Honda
576,1,43500,0,2,4,1497,118,15,7,17.3,445000,2014,Honda
577,2,52000,0,1,3,1498,99,14,5,25.8,320000,2013,Honda
578,1,65400,0,1,1,1248,73,14,5,23.2,275000,2012,Maruti
579,1,13000,0,2,1,1197,80,14,5,12.4,528000,2017,Hyundai
580,2,70000,0,1,3,1582,126,16,5,24.0,425000,2013,Hyundai
581,2,110000,0,1,1,1248,75,13,5,17000.0,170000,2011,Tata
582,2,75000,0,1,3,1498,89,15,5,25.0,221000,2010,Ford
583,1,19857,1,1,4,2755,172,17,7,14.2,2000000,2019,Toyota
584,1,31000,1,2,2,1499,110,17,5,18.8,835000,2018,Ford
585,1,57000,0,2,1,1197,80,14,5,12.4,310000,2010,Hyundai
586,1,12365,0,2,1,1197,88,16,5,21.0,756000,2020,Toyota
587,1,60000,0,1,3,1248,74,14,5,26.5,500000,2012,Maruti
588,1,60000,0,1,3,1248,74,14,5,26.5,700000,2013,Maruti
589,1,60000,0,1,2,1582,126,16,5,19.6,660000,2015,Hyundai
590,1,60000,0,3,1,998,58,13,5,26.6,500000,2014,Maruti
591,1,25000,1,1,2,1998,148,18,7,16.2,3260000,2019,Skoda
592,1,50000,0,1,1,1396,89,14,5,22.5,700000,2016,Hyundai
593,1,67133,1,2,3,1497,117,15,5,18.0,489000,2013,Honda
594,2,80000,0,1,1,1364,67,14,5,23.5,500000,2013,Toyota
595,1,50000,0,1,2,2179,140,17,7,16.0,1500000,2017,Mahindra
596,1,82000,0,1,3,1498,104,15,5,21.1,355500,2012,Skoda
597,1,50000,0,2,1,1197,82,14,5,21.5,700000,2019,Maruti
598,1,36640,0,2,1,799,53,13,5,25.1,304000,2016,Renault
599,1,50000,0,2,3,1498,130,15,5,13.9,400000,2007,Honda
600,1,42150,1,2,3,1591,121,16,5,17.4,1107000,2018,Hyundai
601,1,52136,0,1,5,1396,89,15,5,21.1,746700,2017,Hyundai
602,1,98000,0,2,1,796,47,12,5,19.7,99000,2008,Maruti
603,1,75000,0,2,3,1497,78,14,5,12.8,150000,2007,Honda
604,1,44000,1,2,3,1991,184,17,5,12.0,2731000,2016,Mercedes-Benz
605,1,12000,0,1,2,2498,105,16,6,13.0,955000,2019,Mahindra
606,2,55000,1,1,2,2755,174,18,7,14.2,2725000,2017,Toyota
607,2,93754,0,1,4,2494,100,15,7,12.9,630000,2010,Toyota
608,1,71000,0,2,1,796,48,12,5,24.7,260000,2012,Maruti
609,1,39055,0,1,2,1498,110,15,5,18.8,790000,2017,Ford
610,1,45000,0,2,1,796,48,12,5,24.7,300000,2015,Maruti
611,1,83000,0,1,4,1248,76,14,7,18.2,430000,2013,Chevrolet
612,1,57791,0,2,1,796,47,12,5,19.7,185000,2007,Maruti
613,2,74968,0,1,1,1498,99,14,5,25.8,252350,2014,Ford
614,2,71000,0,3,1,624,33,12,4,36.0,149000,2014,Tata
615,1,42589,0,1,3,1493,110,16,5,14.0,227035,2009,Hyundai
616,1,36958,1,2,2,1999,237,17,5,15.6,4969589,2018,Land
617,1,27895,1,1,2,2143,168,18,5,18.0,4155288,2018,Mercedes-Benz
618,1,67000,0,1,2,2179,140,17,7,14.0,746750,2015,Mahindra
619,1,52000,0,1,2,2179,140,17,5,14.0,463500,2012,Mahindra
620,1,48000,0,2,3,1198,74,15,5,17.8,566500,2017,Volkswagen
621,1,9985,0,2,2,998,118,16,5,18.2,1116518,2020,Hyundai
622,1,100000,0,1,2,2982,169,17,5,11.9,1295000,2013,Toyota
623,1,45655,0,1,3,1498,99,14,5,25.8,676251,2013,Honda
624,1,21000,0,1,5,1248,88,16,5,24.0,800000,2017,Maruti
625,1,5000,1,1,2,1996,168,18,7,13.9,4000000,2020,Ford
626,1,5000,0,1,4,2393,148,16,7,15.1,2500000,2020,Toyota
627,1,8000,0,1,4,2393,148,17,7,15.1,3200000,2020,Toyota
628,1,5000,1,1,2,2755,174,18,7,14.2,4500000,2020,Toyota
629,1,67750,0,2,3,1495,94,13,5,16.3,150100,2010,Hyundai
630,1,8000,0,1,4,2393,148,16,7,15.1,2500000,2021,Toyota
631,1,78000,0,1,2,2696,162,16,5,12.4,900000,2014,Mahindra
632,1,72456,0,1,1,1461,63,15,5,23.1,285000,2013,Renault
633,1,4200,1,1,2,3198,197,18,7,10.7,4500000,2019,Ford
634,1,5000,1,1,2,2755,174,18,7,14.2,4500000,2019,Toyota
635,1,5800,1,1,2,2755,174,18,7,14.2,4500000,2019,Toyota
636,1,5000,1,1,2,2755,174,18,7,14.2,4500000,2019,Toyota
637,3,125000,1,1,3,2987,282,18,5,13.5,9000000,2018,Mercedes-Benz
638,1,66000,1,1,3,1898,138,16,5,19.3,901000,2014,Volkswagen
639,2,67602,1,1,3,1582,126,16,5,22.5,710500,2013,Hyundai
640,1,4000,0,1,2,2184,130,18,4,16.5,2000000,2020,Mahindra
641,1,5300,1,1,4,2755,172,17,7,14.2,3500000,2019,Toyota
642,1,5000,1,1,4,2755,172,17,7,14.2,3500000,2019,Toyota
643,2,87000,0,1,5,1248,88,16,5,24.0,580000,2015,Maruti
644,1,8000,1,1,3,1950,192,17,5,18.0,6000000,2019,Mercedes-Benz
645,1,30000,0,1,2,2179,140,17,7,14.0,714000,2015,Mahindra
646,1,60000,1,1,3,2993,258,18,5,14.6,2675000,2010,BMW
647,1,58000,0,1,1,1248,74,14,5,25.2,386250,2014,Maruti
648,1,50000,0,2,1,1197,82,14,5,18.6,582000,2017,Hyundai
649,2,25000,0,3,6,702,21,12,5,21.1,17000,2014,Tata
650,2,65000,0,1,2,1493,113,16,5,21.4,1464000,2021,Hyundai
651,1,37000,1,1,3,1995,190,225,5,18.8,1077000,2013,BMW
652,1,24300,0,2,3,1198,89,14,5,17.8,571000,2019,Honda
653,1,95874,0,1,3,1498,99,14,5,25.8,345050,2013,Honda
654,2,100000,1,1,3,1995,184,16,5,9.7,1210250,2012,BMW
655,1,65000,0,1,3,1582,126,16,5,22.3,450000,2012,Hyundai
656,1,49000,0,3,6,1196,63,13,5,16.2,270000,2013,Maruti
657,1,65123,1,2,1,1197,83,15,5,21.4,621000,2016,Maruti
658,3,65000,0,2,3,1590,94,13,5,11.0,85000,2004,Maruti
659,1,77172,0,2,1,998,67,13,5,24.0,340000,2015,Maruti
660,1,38732,0,2,1,998,67,13,5,24.0,280000,2013,Maruti
661,2,80000,0,3,1,998,58,13,5,26.6,400000,2014,Maruti
662,1,5000,1,1,2,1996,168,18,7,12.4,4500000,2020,Ford
663,1,4800,1,1,2,1996,168,18,7,13.9,4000000,2020,Ford
664,1,50000,1,1,3,1995,184,17,5,18.4,2500000,2012,BMW
665,1,50000,0,1,3,1364,87,15,5,21.4,2000000,2019,Toyota
666,1,60000,0,1,4,1248,89,15,7,20.7,600000,2013,Maruti
667,1,5900,0,1,4,2755,172,16,7,14.2,2500000,2018,Toyota
668,1,67181,1,1,3,1968,138,15,5,17.2,695000,2012,Skoda
669,1,67077,0,2,3,1496,80,15,5,17.5,319500,2011,Toyota
670,1,62599,0,2,1,1199,79,14,5,18.6,170000,2011,Chevrolet
671,1,62288,0,1,2,2179,140,17,7,16.0,1334000,2017,Mahindra
672,2,25164,0,2,1,1197,80,13,5,20.0,252500,2011,Hyundai
673,1,95292,0,1,4,2494,102,15,5,11.4,510000,2008,Toyota
674,1,5000,1,1,2,2755,174,18,7,14.2,3500000,2016,Toyota
675,1,5800,1,1,2,2755,174,18,7,14.2,4000000,2018,Toyota
676,3,125000,1,1,3,2987,282,18,5,13.5,9000000,2018,Mercedes-Benz
677,1,8000,1,1,2,2755,174,18,7,14.2,3500000,2016,Toyota
678,1,50000,0,2,1,1061,64,13,5,11.0,300000,2006,Maruti
679,1,51060,0,1,1,1498,99,14,5,25.8,275000,2010,Ford
680,1,21000,1,1,2,2755,174,18,7,14.2,3650000,2019,Toyota
681,3,77000,0,2,1,1197,80,13,5,20.0,230000,2010,Hyundai
682,3,190000,0,1,1,1461,65,14,5,23.0,108000,2011,Nissan
683,1,48410,0,2,1,1197,82,14,5,18.6,680000,2017,Hyundai
684,1,76000,0,2,1,1086,63,13,5,12.8,250000,2013,Hyundai
685,1,52000,0,2,1,1172,67,14,5,15.8,315000,2015,Fiat
686,1,31000,0,1,1,1248,74,14,5,25.2,690000,2019,Maruti
687,1,57000,0,3,1,796,38,12,5,26.8,245000,2012,Maruti
688,1,77000,0,1,1,1461,64,14,5,23.0,204970,2012,Nissan
689,1,22000,0,2,1,1198,67,13,5,19.4,485000,2018,Nissan
690,2,27000,0,2,1,999,75,15,5,18.7,610000,2019,Volkswagen
691,1,25014,0,2,2,1497,121,16,5,16.8,1130000,2019,Ford
692,2,30000,0,1,2,1498,110,15,5,18.8,775000,2017,Ford
693,1,51000,0,2,2,1499,110,15,5,18.8,695000,2017,Ford
694,1,37000,0,1,2,1499,110,15,5,18.8,625000,2014,Ford
695,2,58000,0,1,2,1499,110,15,5,18.8,635000,2014,Ford
696,1,42000,0,1,2,1499,110,15,5,18.8,625000,2013,Ford
697,1,15000,0,2,1,1198,67,14,5,19.8,490000,2020,Datsun
698,1,14000,0,2,4,1198,67,13,7,20.6,455000,2017,Datsun
699,2,58000,0,2,3,1591,121,16,5,17.4,420000,2012,Hyundai
700,1,50000,0,2,1,1197,80,14,5,12.4,566500,2017,Hyundai
701,1,90000,0,1,4,2393,148,16,7,15.1,1125000,2017,Toyota
702,1,37100,0,2,2,1591,122,16,5,15.2,1030000,2016,Hyundai
703,1,90000,0,2,1,995,63,13,5,13.0,120000,2009,Chevrolet
704,1,39000,0,2,1,1197,81,14,5,18.9,425000,2014,Hyundai
705,2,86000,0,1,1,1368,98,14,5,18.6,345000,2012,Hyundai
706,2,69000,0,2,3,1591,121,16,5,14.0,395000,2012,Hyundai
707,1,55000,0,2,1,1086,68,13,5,19.8,285000,2014,Hyundai
708,1,66200,0,2,1,1086,68,13,5,19.8,295000,2011,Hyundai
709,2,47123,1,1,2,1968,174,16,5,15.7,1300000,2014,Audi
710,1,80663,1,1,2,1968,174,16,5,15.7,1550000,2013,Audi
711,1,60000,0,1,2,1461,108,16,5,19.6,645000,2015,Renault
712,1,72000,1,1,3,2143,204,17,5,14.2,1175000,2013,Mercedes-Benz
713,1,35000,0,2,1,1198,74,15,5,16.4,345000,2011,Volkswagen
714,1,15000,1,2,2,1499,110,15,5,18.8,1075000,2015,Ford
715,1,87524,0,1,1,1498,99,14,5,25.8,310000,2011,Ford
716,1,79200,0,1,1,936,58,14,5,25.4,195000,2014,Chevrolet
717,2,32000,0,2,4,1389,102,14,8,13.7,295000,2014,Chevrolet
718,1,89000,0,1,4,2179,120,15,5,14.0,450000,2013,Mahindra
719,1,14000,0,2,1,1197,82,15,5,20.8,565000,2018,Maruti
720,1,33650,0,2,2,1499,110,15,5,18.8,775000,2017,Ford
721,1,47123,0,3,1,796,40,12,5,33.4,190550,2012,Maruti
722,1,50000,0,1,2,1396,89,16,5,21.3,1045000,2019,Hyundai
723,1,33000,0,1,2,1582,126,16,5,19.6,1225000,2018,Hyundai
724,1,56000,1,2,2,1591,122,16,5,15.2,1135000,2017,Hyundai
725,1,28000,0,2,5,1197,82,16,5,17.1,566500,2018,Hyundai
726,4,73000,0,2,3,1599,103,13,5,10.6,158000,2010,Hyundai
727,1,22000,1,2,1,1197,82,14,5,18.6,695000,2019,Hyundai
728,1,49000,0,2,1,1197,82,14,5,18.6,625000,2018,Hyundai
729,1,26000,0,2,1,1197,82,14,5,18.6,625000,2017,Hyundai
731,1,5000,0,1,2,2184,130,18,4,16.5,2000000,2021,Mahindra
732,1,34125,0,2,1,796,37,12,5,16.1,135000,2009,Maruti
733,1,71000,1,2,1,1197,81,14,5,16.9,545000,2016,Hyundai
734,1,45000,0,2,1,999,53,13,5,25.1,325000,2018,Renault
735,1,78405,1,1,3,1498,104,15,5,21.6,691000,2016,Skoda
736,1,20000,1,1,2,1995,188,18,5,20.6,2750000,2018,BMW
737,1,24000,0,2,3,1497,117,15,5,17.8,789999,2018,Honda
738,1,3500,0,2,3,1197,83,14,5,22.0,479999,2016,Maruti
739,1,21000,0,2,5,1197,82,16,5,17.1,550000,2016,Hyundai
740,1,45000,1,2,3,1497,117,15,5,18.0,665000,2015,Honda
741,1,63000,0,1,4,2494,100,15,7,12.9,639000,2012,Toyota
